Reporting_Period,County,Facility_Name,Longitude ,Latitude,Number_of_Incarcerated_in_the_Facility,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
12/19/20,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
12/26/20,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,18,0,0,U,U,U,U,U,0,,,,,
01/02/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,19,0,0,U,U,U,U,U,0,,,,,
01/09/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,20,0,0,U,U,U,U,U,0,,,,,
01/16/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,21,0,0,U,U,U,U,U,0,,,,,
01/23/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,20,0,0,U,U,U,U,U,0,,,,,
01/30/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,20,0,0,U,U,U,U,U,0,,,,,
02/06/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,20,0,0,U,U,U,U,U,0,,,,,
02/13/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,20,0,0,U,U,U,U,U,0,,,,,
02/20/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,20,0,0,U,U,U,U,U,0,,,,,
02/27/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,20,0,0,U,U,U,U,U,0,,,,,
03/06/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,18,0,0,U,U,U,U,U,0,,,,,
03/13/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
03/20/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,15,0,0,U,U,U,U,U,0,,,,,
03/27/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
04/03/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
04/10/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
04/17/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,20,0,0,U,U,U,U,U,0,,,,,
04/24/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,21,0,0,U,U,U,U,U,0,,,,,
05/01/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,21,0,0,U,U,U,U,U,0,,,,,
05/08/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,21,0,0,U,U,U,U,U,0,,,,,
05/15/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,21,0,0,U,U,U,U,U,0,,,,,
05/22/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,19,0,0,U,U,U,U,U,0,,,,,
05/29/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,19,0,0,U,U,U,U,U,0,,,,,
06/05/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,18,0,0,U,U,U,U,U,0,,,,,
06/12/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
06/19/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,14,0,0,U,U,U,U,U,0,,,,,
06/26/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,15,0,0,U,U,U,U,U,0,,,,,
07/03/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,15,0,0,U,U,U,U,U,0,,,,,
07/10/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
07/17/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
07/24/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,16,<11,0,U,U,U,U,U,0,,,,,
07/31/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,16,0,0,U,U,U,U,U,0,,,,,
08/07/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,14,0,0,U,U,U,U,U,0,,,,,
08/14/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,13,0,0,U,U,U,U,U,0,,,,,
08/21/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,15,0,0,U,U,U,U,U,0,,,,,
08/28/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,14,0,0,U,U,U,U,U,0,,,,,
09/04/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,14,0,0,U,U,U,U,U,0,,,,,
09/11/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,13,0,0,U,U,U,U,U,0,,,,,
09/18/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,16,0,0,U,U,U,U,U,0,,,,,
09/25/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,15,0,0,U,U,U,U,U,0,,,,,
10/02/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,15,0,0,U,U,U,U,U,0,,,,,
10/09/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,15,0,0,U,U,U,U,U,0,,,,,
10/16/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,15,0,0,U,U,U,U,U,0,,,,,
10/23/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,16,0,0,U,U,U,U,U,0,,,,,
10/30/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,15,0,0,U,U,U,U,U,0,,,,,
11/06/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,13,0,0,U,U,U,U,U,0,,,,,
11/13/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
11/20/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
11/27/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,16,0,0,U,U,U,U,U,0,,,,,
12/04/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,18,<11,0,U,U,U,U,U,0,,,,,
12/11/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
12/18/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,0,,,,,
12/25/21,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,17,0,0,U,U,U,U,U,U,,,,,
01/01/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,22,0,0,U,U,U,U,U,0,,,,,
01/08/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,19,0,0,U,U,U,U,U,0,,,,,
01/15/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,20,0,0,U,U,U,U,U,0,,,,,
01/22/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,19,0,0,U,U,U,U,U,0,,,,,
01/29/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,24,0,0,U,U,U,U,U,0,,,,,
02/05/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,24,0,0,U,U,U,U,U,0,,,,,
02/12/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,23,0,0,U,U,U,U,U,0,,,,,
02/19/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,21,0,0,U,U,U,U,U,0,,,,,
02/26/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,21,0,0,U,U,U,U,U,0,,,,,
03/05/22,Los Angeles,LA Pitchess East Facility,34.46952589,-118.6033409,24,0,0,U,U,U,U,U,0,,,,,
07/25/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,144",U,<11,U,U,U,U,U,0,*Inmate Deaths- Number reported denotes COVID 19 positive at time of death,,,,
08/01/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,146",U,0,U,U,U,U,U,0,,,,,
08/08/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,157",<11,0,U,U,U,U,U,0,,,,,
08/22/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,124",<11,0,U,U,U,U,U,0,,,,,
08/29/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,090",0,0,U,U,U,U,U,0,,,,,
09/05/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,079",<11,0,U,U,U,U,U,0,,,,,
09/12/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,078",<11,0,U,U,U,U,U,0,,,,,
09/19/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,139",<11,<11,U,U,U,U,U,0,,,,,
09/26/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,183",<11,<11,U,U,U,U,U,0,,,,,
10/03/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,164",<11,0,U,U,U,U,U,0,,,,,
10/10/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,213",<11,<11,U,U,U,U,U,0,,,,,
10/17/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,289",<11,<11,U,U,U,U,U,0,,,,,
10/24/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,292",13,<11,U,U,U,U,U,0,,,,,
10/31/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,362",<11,<11,U,U,U,U,U,0,,,,,
11/07/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,397",<11,<11,U,U,U,U,U,0,,,,,
11/14/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,410",<11,0,U,U,U,U,U,0,,,,,
11/21/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,439",<11,0,U,U,U,U,U,<11,,,,,
11/28/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,467",<11,<11,U,U,U,U,U,0,,,,,
12/05/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,462",<11,<11,U,U,U,U,U,0,,,,,
12/12/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,439",<11,0,U,U,U,U,U,0,,,,,
12/19/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,402",<11,<11,U,U,U,U,U,0,,,,,
12/26/20,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,401",<11,0,U,U,U,U,U,0,,,,,
01/02/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,406",<11,0,U,U,U,U,U,0,,,,,
01/09/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,404",<11,0,U,U,U,U,U,0,,,,,
01/16/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,429",<11,0,U,U,U,U,U,0,,,,,
01/23/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,423",<11,<11,U,U,U,U,U,0,,,,,
01/30/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,404",<11,0,U,U,U,U,U,0,,,,,
02/06/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,419",<11,0,U,U,U,U,U,0,,,,,
02/13/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,430",<11,0,U,U,U,U,U,0,,,,,
02/20/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,421",<11,0,U,U,U,U,U,0,,,,,
02/27/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,418",<11,0,U,U,U,U,U,0,,,,,
03/06/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,428",0,0,U,U,U,U,U,0,,,,,
03/13/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,385",<11,0,U,U,U,U,U,0,,,,,
03/20/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,346",<11,0,U,U,U,U,U,0,,,,,
03/27/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,329",<11,0,U,U,U,U,U,0,,,,,
04/03/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,316",<11,0,U,U,U,U,U,0,,,,,
04/10/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,321",<11,0,U,U,U,U,U,0,,,,,
04/17/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,326",<11,0,U,U,U,U,U,0,,,,,
04/24/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,310",<11,0,U,U,U,U,U,0,,,,,
05/01/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,289",<11,0,U,U,U,U,U,0,,,,,
05/08/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,187",<11,0,U,U,U,U,U,0,,,,,
05/15/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,186",<11,0,U,U,U,U,U,0,,,,,
05/22/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,194",<11,0,U,U,U,U,U,0,,,,,
05/29/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,212",<11,0,U,U,U,U,U,0,,,,,
06/05/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,256",<11,0,U,U,U,U,U,0,,,,,
06/12/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,261",<11,0,U,U,U,U,U,0,,,,,
06/19/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,247",<11,0,U,U,U,U,U,0,,,,,
06/26/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,258",<11,0,U,U,U,U,U,0,,,,,
07/03/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,222",<11,<11,U,U,U,U,U,0,,,,,
07/10/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,198",<11,0,U,U,U,U,U,0,,,,,
07/17/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,252",<11,0,U,U,U,U,U,0,,,,,
07/24/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,238",<11,0,U,U,U,U,U,0,,,,,
07/31/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,227",<11,0,U,U,U,U,U,0,,,,,
08/07/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,222",<11,<11,U,U,U,U,U,0,,,,,
08/14/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,203",11,<11,U,U,U,U,U,0,,,,,
08/21/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,186",<11,<11,U,U,U,U,U,0,,,,,
08/28/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,242",<11,<11,U,U,U,U,U,0,,,,,
09/04/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,208",<11,<11,U,U,U,U,U,0,,,,,
09/11/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,209",<11,<11,U,U,U,U,U,0,,,,,
09/18/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,232",<11,<11,U,U,U,U,U,0,,,,,
09/25/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,234",<11,0,U,U,U,U,U,0,,,,,
10/02/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,255",<11,0,U,U,U,U,U,0,,,,,
10/09/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,289",<11,0,U,U,U,U,U,0,,,,,
10/16/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,262",<11,0,U,U,U,U,U,0,,,,,
10/23/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,185",44,<11,U,U,U,U,U,0,,,,,
10/30/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,201",<11,0,U,U,U,U,U,0,,,,,
11/06/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,163",53,<11,U,U,U,U,U,0,,,,,
11/13/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,179",<11,0,U,U,U,U,U,0,,,,,
11/20/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,216",<11,<11,U,U,U,U,U,0,,,,,
11/27/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,167",<11,<11,U,U,U,U,U,0,,,,,
12/04/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,172",<11,<11,U,U,U,U,U,0,,,,,
12/11/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,167",<11,<11,U,U,U,U,U,0,,,,,
12/18/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,125",<11,<11,U,U,U,U,U,0,,,,,
12/25/21,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,066",<11,0,U,U,U,U,U,U,,,,,
01/01/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,118",<11,<11,U,U,U,U,U,0,,,,,
01/08/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,110",<11,<11,U,U,U,U,U,0,,,,,
01/15/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,127",<11,<11,U,U,U,U,U,0,,,,,
01/22/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,139",<11,<11,U,U,U,U,U,0,,,,,
01/29/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,147",<11,<11,U,U,U,U,U,0,,,,,
02/05/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,165",<11,<11,U,U,U,U,U,0,,,,,
02/12/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,202",<11,0,U,U,U,U,U,0,,,,,
02/19/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,206",<11,0,U,U,U,U,U,0,,,,,
02/26/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,201",<11,<11,U,U,U,U,U,0,,,,,
03/05/22,Los Angeles,LA Pitchess North Facility,34.46952589,-118.6033409,"1,215",<11,0,U,U,U,U,U,0,,,,,
07/25/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,493,U,0,U,U,U,U,U,0,*Inmate Deaths- Number reported denotes COVID 19 positive at time of death,,,,
08/01/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,482,U,0,U,U,U,U,U,0,,,,,
08/08/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,469,<11,0,U,U,U,U,U,0,,,,,
08/15/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,452,<11,0,U,U,U,U,U,0,,,,,
08/22/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,421,0,0,U,U,U,U,U,0,,,,,
08/29/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,415,<11,0,U,U,U,U,U,0,,,,,
09/05/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,403,0,0,U,U,U,U,U,0,,,,,
09/12/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,418,<11,<11,U,U,U,U,U,0,,,,,
09/19/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,487,<11,0,U,U,U,U,U,0,,,,,
09/26/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,629,<11,<11,U,U,U,U,U,0,,,,,
10/03/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,666,0,0,U,U,U,U,U,0,,,,,
10/10/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,662,<11,<11,U,U,U,U,U,0,,,,,
10/17/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,644,<11,<11,U,U,U,U,U,0,,,,,
10/24/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,476,0,0,U,U,U,U,U,0,,,,,
10/31/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,282,0,0,U,U,U,U,U,0,,,,,
11/07/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,275,<11,0,U,U,U,U,U,0,,,,,
11/14/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,285,0,0,U,U,U,U,U,0,,,,,
11/21/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,235,<11,<11,U,U,U,U,U,0,,,,,
11/28/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,242,<11,0,U,U,U,U,U,0,,,,,
12/05/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,302,<11,0,U,U,U,U,U,0,,,,,
12/12/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,532,<11,<11,U,U,U,U,U,0,,,,,
12/19/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,706,<11,0,U,U,U,U,U,0,,,,,
12/26/20,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,762,<11,<11,U,U,U,U,U,0,,,,,
01/02/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,825,<11,0,U,U,U,U,U,0,,,,,
01/09/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,855,<11,0,U,U,U,U,U,0,,,,,
01/16/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,885,<11,<11,U,U,U,U,U,0,,,,,
01/23/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,877,<11,0,U,U,U,U,U,0,,,,,
01/30/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,889,<11,0,U,U,U,U,U,0,,,,,
02/06/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,911,<11,<11,U,U,U,U,U,0,,,,,
02/13/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,920,0,0,U,U,U,U,U,0,,,,,
02/20/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,923,<11,<11,U,U,U,U,U,0,,,,,
02/27/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,940,<11,0,U,U,U,U,U,0,,,,,
03/06/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,961,<11,0,U,U,U,U,U,0,,,,,
03/13/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,969,<11,<11,U,U,U,U,U,0,,,,,
03/20/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,959,<11,0,U,U,U,U,U,0,,,,,
03/27/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,950,<11,0,U,U,U,U,U,0,,,,,
04/03/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,960,<11,0,U,U,U,U,U,0,,,,,
04/10/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,956,<11,0,U,U,U,U,U,0,,,,,
04/17/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,973,<11,0,U,U,U,U,U,0,,,,,
04/24/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,995,<11,0,U,U,U,U,U,0,,,,,
05/01/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,967,<11,0,U,U,U,U,U,0,,,,,
05/08/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,000",<11,0,U,U,U,U,U,0,,,,,
05/15/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,093",<11,0,U,U,U,U,U,0,,,,,
05/22/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,202",<11,0,U,U,U,U,U,0,,,,,
05/29/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,285",<11,0,U,U,U,U,U,0,,,,,
06/05/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,308",<11,0,U,U,U,U,U,0,,,,,
06/12/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,331",0,0,U,U,U,U,U,0,,,,,
06/19/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,U,<11,0,U,U,U,U,U,0,,,,,
06/26/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,316",<11,0,U,U,U,U,U,0,,,,,
07/03/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,309",<11,0,U,U,U,U,U,0,,,,,
07/10/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,320",<11,0,U,U,U,U,U,0,,,,,
07/17/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,321",<11,0,U,U,U,U,U,0,,,,,
07/24/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,316",<11,<11,U,U,U,U,U,0,,,,,
07/31/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,299",<11,<11,U,U,U,U,U,0,,,,,
08/07/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,302",<11,<11,U,U,U,U,U,0,,,,,
08/14/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,296",<11,<11,U,U,U,U,U,0,,,,,
08/21/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,259",<11,<11,U,U,U,U,U,0,,,,,
08/28/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,244",<11,<11,U,U,U,U,U,0,,,,,
09/04/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,212",58,<11,U,U,U,U,U,0,,,,,
09/11/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,177",11,<11,U,U,U,U,U,0,,,,,
09/18/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,168",<11,0,U,U,U,U,U,0,,,,,
09/25/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,996,66,<11,U,U,U,U,U,0,,,,,
10/02/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,973,<11,0,U,U,U,U,U,0,,,,,
10/09/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,944,11,<11,U,U,U,U,U,0,,,,,
10/16/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,871,0,0,U,U,U,U,U,0,,,,,
